PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,AQI
21.11706404895866,44.70902734191206,29.50675185866394,15.678280552033511,1.063482555897259,58.141045509196644,21.472448919992342,28.59348371493967,22.44112355485334,35.4501251772372
135.45546439128844,220.64285977509292,49.873096952863015,24.9290420871917,2.2551105050220217,38.652126157051555,28.534789819517407,66.73424590841222,12.890240064466047,160.2470674719461
59.25355620954522,79.15546755353144,65.92126123562792,33.50748435496807,0.698516027649308,28.93764260781046,22.68906133120972,49.63731886666285,6.25813251449679,81.37056872176169
41.082414919917895,46.85476866794283,17.856863663950968,19.62281628586114,0.1,35.026923093171604,20.673959217595034,49.23525739850422,0.9048204983815562,47.77264975525719
,23.600845631959196,32.68988126029468,22.811945603022615,0.1,36.76561127691437,33.77000636790337,40.311739076495755,0.5863380030938776,53.34337332509488
7.631833136157233,14.205704207489914,36.974015595349556,9.596642522056161,0.8569820176418302,9.923580900077493,8.875326965514502,10.0,4.689251144325462,43.318748827593154
5.0,4.627918084447298,12.084215956150295,20.976693709751018,4.185651462525904,75.65497466502339,27.363892188475763,90.166214974951,6.2328855897575375,37.56850850378405
90.50538890159727,148.67547616365832,51.826984835168005,4.340317180054813,1.4179083748572363,42.79806527152867,5.288528352046512,39.99458954446423,9.39356263300869,96.13289624357814
41.3586969132269,51.981813954770004,25.52019336514782,6.099521231719397,0.1,38.150124620338836,13.616381199991924,51.75159860300186,0.5,46.83357518492736
55.406252776706566,104.47748371379453,36.09219297645952,4.5735968225228625,0.2519187602562649,44.227459764178704,9.873428673766863,30.90215669421379,45.778362322570814,62.58933489641374
5.0,-1.0417721269563422,30.961012561762445,7.559529925849439,1.7705344532707836,45.641164708799074,29.819425354519183,79.43860686881268,4.524606249822082,25.98101381705449
157.66008638212404,266.24087778480606,24.213229885606513,4.035404605514647,2.2099448334036573,32.89169771746352,21.34589766404606,62.868578740746486,18.844977403142394,172.20292410135673
80.38932945096037,142.69473083282998,39.85910029038891,39.11995007001791,1.1538425726642305,25.531382956389493,21.864967554070233,43.472694294682626,7.656462752384295,111.4792034315387
